1,1,187,190,51,40,1
1,2,345,209,45,25,1
2,1,186,190,52,39,1
2,2,346,210,44,23,1
3,1,186,190,51,39,1
3,2,345,209,45,25,1
4,1,184,189,53,41,1
4,2,345,209,44,24,1
5,1,184,190,52,40,1
5,2,346,209,44,25,1
6,2,345,210,45,24,1
6,1,182,189,53,41,1
7,1,180,190,55,41,1
7,2,345,209,45,25,1
8,1,179,190,55,42,1
8,2,344,210,45,25,1
9,2,344,210,45,24,1
9,1,178,189,56,42,1
10,1,176,187,57,45,1
10,2,345,208,44,25,1
11,2,343,209,48,24,1
11,1,175,189,57,44,1
12,1,176,190,55,44,1
12,1,345,208,46,26,1
12,2,345,208,46,26,1
13,1,175,190,55,44,1
13,2,345,207,45,27,1
14,1,177,189,51,45,1
14,2,345,209,45,25,1
15,1,176,189,54,47,1
15,2,345,209,45,25,1
16,2,345,209,45,26,1
16,1,178,191,54,46,1
17,2,345,209,45,25,1
17,1,176,189,57,49,1
18,2,345,209,45,25,1
18,1,174,189,63,47,1
19,2,344,208,46,26,1
19,1,173,190,66,48,1
20,1,176,193,67,45,1
20,2,345,209,44,26,1
21,2,345,208,44,25,1
21,1,178,190,67,47,1
22,2,345,209,45,25,1
22,1,178,188,69,51,1
23,2,345,207,44,26,1
23,1,182,190,68,49,1
24,1,183,190,70,49,1
24,2,345,209,43,23,1
25,2,345,206,43,26,1
25,1,187,190,67,48,1
26,1,188,190,69,49,1
26,2,345,208,43,23,1
27,2,346,208,42,24,1
27,1,191,190,69,50,1
28,1,191,189,70,52,1
28,2,345,207,44,25,1
29,1,194,190,71,51,1
29,2,345,207,43,25,1
30,2,345,206,45,27,1
30,1,195,191,71,49,1
31,2,345,206,43,26,1
31,1,200,191,69,50,1
32,1,201,191,70,50,1
32,2,346,207,43,25,1
33,2,345,207,44,25,1
33,1,204,189,69,53,1
34,1,207,190,70,52,1
34,2,346,206,43,25,1
35,2,346,207,43,25,1
35,1,209,189,72,54,1
36,1,211,190,70,53,1
36,2,346,207,43,26,1
37,2,346,206,43,26,1
37,1,218,190,70,55,1
38,2,345,206,43,26,1
38,1,226,190,71,55,1
39,2,345,207,43,24,1
39,1,228,190,71,55,1
40,2,346,207,42,25,1
40,1,232,191,70,54,1
41,1,235,191,69,54,1
41,2,346,207,42,26,1
42,2,345,207,44,26,1
42,1,235,191,71,55,1
43,1,240,191,70,55,1
43,2,346,206,42,26,1
44,2,345,207,43,23,1
44,1,244,192,69,54,1
45,1,247,191,68,55,1
45,2,346,207,42,25,1
46,2,345,206,43,26,1
46,1,253,192,64,54,1
47,1,256,191,63,55,1
47,2,346,206,42,26,1
48,2,346,207,43,25,1
48,1,260,190,64,56,1
49,2,346,206,42,26,1
49,1,266,191,62,56,1
50,2,345,209,45,23,1
50,1,268,190,63,57,1
51,1,277,190,60,56,1
51,2,346,208,42,23,1
52,1,280,192,61,54,1
52,2,346,208,42,23,1
53,1,284,191,61,55,1
53,2,346,208,42,23,1
54,2,347,207,41,25,1
54,1,286,192,59,53,1
55,1,292,190,58,56,1
55,2,351,206,38,25,1
56,2,352,206,36,25,1
56,1,293,191,61,54,1
57,1,299,191,57,55,1
57,2,355,206,32,25,1
58,2,356,206,31,24,1
58,1,301,192,60,54,1
59,1,306,191,59,56,1
59,2,362,206,25,24,1
60,2,363,204,24,26,1
60,1,308,192,60,54,1
61,2,366,205,20,22,1
61,1,313,192,58,54,1
62,1,316,191,60,54,1
62,2,372,205,13,21,1
63,1,318,191,61,55,1
64,1,321,191,60,54,1
65,1,328,191,60,54,1
66,1,329,191,65,53,1
67,1,333,190,64,56,1
68,1,335,191,67,54,1
69,1,337,191,68,55,1
70,1,337,191,71,54,1
71,1,342,191,70,54,1
72,1,343,191,71,56,1
73,1,345,190,73,55,1
74,1,349,192,71,54,1
75,1,351,191,70,54,1
76,1,354,191,70,54,1
76,2,349,201,21,17,1
77,2,349,203,22,17,1
77,1,355,191,70,53,1
78,2,348,202,23,17,1
78,1,358,191,69,53,1
79,1,362,192,66,52,1
79,2,346,201,27,18,1
80,2,346,203,31,17,1
80,1,363,191,66,52,1
81,1,366,191,64,52,1
81,2,345,202,33,17,1
82,2,344,203,36,16,1
82,1,367,191,64,53,1
83,1,370,191,61,52,1
83,2,345,204,38,16,1
84,2,344,203,39,16,1
84,1,370,191,61,50,1
85,2,343,203,39,17,1
85,1,373,191,57,50,1
86,2,344,203,39,16,1
86,1,375,191,56,49,1
87,1,374,191,57,49,1
87,2,344,203,39,17,1
88,2,344,203,39,16,1
88,1,376,191,56,49,1
89,1,377,191,57,48,1
89,2,343,203,40,16,1
90,2,342,203,40,16,1
90,1,378,192,55,47,1
91,1,380,191,53,48,1
91,2,344,204,39,16,1
92,2,344,202,38,17,1
92,1,381,191,54,47,1
93,1,382,190,53,47,1
93,2,345,204,37,15,1
94,2,345,203,36,16,1
94,1,383,191,52,46,1
95,1,381,190,55,47,1
95,2,344,203,37,16,1
96,2,345,203,35,16,1
96,1,385,192,52,44,1
97,2,345,203,35,16,1
97,1,385,191,52,44,1
98,1,385,190,52,44,1
98,2,345,202,35,17,1
99,2,347,202,31,17,1
99,1,387,190,52,44,1
100,1,389,190,50,44,1
100,2,348,203,31,16,1
101,2,347,203,34,16,1
101,1,389,190,49,44,1
102,1,389,191,51,44,1
102,2,346,202,36,16,1
103,2,344,202,39,18,1
103,1,390,191,51,42,1
104,2,345,203,39,16,1
104,1,392,190,48,43,1
105,1,393,190,49,42,1
105,2,345,203,38,16,1
106,2,345,203,38,16,1
106,1,393,191,49,41,1
107,1,394,190,49,42,1
107,2,345,203,39,16,1
108,2,344,204,39,15,1
108,1,394,191,49,40,1
109,1,395,190,48,41,1
109,2,344,203,39,16,1
110,1,397,191,46,39,1
110,2,344,203,39,16,1
111,2,345,204,37,15,1
111,1,397,191,46,39,1
112,1,396,191,48,39,1
112,2,345,203,36,16,1
113,2,345,203,36,16,1
113,1,398,190,45,40,1
114,2,348,203,30,16,1
114,1,398,191,46,37,1
115,2,349,203,30,16,1
115,1,399,191,46,39,1
116,1,400,190,45,39,1
116,2,347,203,33,16,1
117,1,402,191,43,38,1
117,2,346,203,35,16,1
118,2,344,203,38,16,1
118,1,401,190,45,38,1
119,1,403,191,43,37,1
119,2,344,203,38,16,1
120,2,344,202,39,16,1
120,1,403,191,43,37,1
121,1,404,191,42,35,1
121,2,344,203,39,16,1
122,2,344,203,39,15,1
122,1,404,190,43,38,1
123,1,405,191,42,36,1
123,2,345,203,38,16,1
124,2,344,203,39,17,1
124,1,406,190,42,38,1
125,1,406,189,44,38,1
125,2,344,204,41,15,1
126,2,343,202,39,17,1
126,1,407,190,42,36,1
127,1,407,189,41,37,1
127,2,345,203,37,17,1
128,2,345,202,35,17,1
128,1,408,189,41,37,1
129,1,408,189,42,36,1
129,2,346,202,33,17,1
130,2,346,202,33,17,1
130,1,408,190,42,35,1
131,2,348,202,32,18,1
131,1,410,190,41,36,1
132,1,410,189,40,35,1
132,2,347,203,33,16,1
133,2,348,202,32,16,1
133,1,408,190,42,35,1
134,1,410,189,41,36,1
134,2,347,203,33,16,1
135,1,409,190,41,35,1
135,2,348,203,33,16,1
136,2,347,202,34,17,1
136,1,409,190,41,34,1
137,1,410,189,40,35,1
137,2,346,203,36,16,1
138,1,409,189,40,35,1
138,2,345,202,38,17,1
139,2,344,203,39,16,1
139,1,410,190,40,34,1
140,2,344,201,39,18,1
140,1,410,190,39,35,1
141,1,408,190,41,35,1
141,2,343,203,41,16,1
142,2,344,202,39,18,1
142,1,409,190,41,35,1
143,1,407,190,43,35,1
143,2,341,203,40,16,1
144,2,341,203,40,16,1
144,1,407,189,42,37,1
145,1,407,190,43,36,1
145,2,339,203,41,16,1
146,2,338,203,40,17,1
146,1,408,190,41,35,1
147,1,407,190,42,35,1
147,2,334,203,41,16,1
148,2,332,203,40,16,1
148,1,405,190,44,36,1
149,1,408,190,41,35,1
149,2,330,203,41,18,1
150,1,408,190,42,35,1
150,2,329,203,41,18,1
151,2,328,202,41,18,1
151,1,408,190,42,36,1
152,2,327,201,41,19,1
152,1,408,190,41,36,1
153,1,408,190,41,34,1
153,2,326,203,43,19,1
154,2,325,203,44,17,1
154,1,407,190,42,36,1
155,2,325,199,42,22,1
155,1,406,190,42,37,1
156,2,322,202,43,19,1
156,1,406,190,42,36,1
157,2,321,203,42,18,1
157,1,405,190,43,37,1
158,1,404,190,43,38,1
158,2,317,204,44,17,1
159,2,315,204,44,17,1
159,1,403,190,44,38,1
160,1,402,190,44,39,1
160,2,316,205,41,16,1
161,2,314,205,42,16,1
161,1,399,191,45,38,1
162,2,314,203,43,19,1
162,1,399,191,45,39,1
163,2,313,205,43,17,1
163,1,398,192,45,38,1
164,1,397,190,47,40,1
164,2,312,205,43,16,1
165,2,311,206,42,16,1
165,1,397,192,46,38,1
166,2,309,205,43,17,1
166,1,397,190,46,40,1
167,2,305,205,44,16,1
167,1,398,190,44,40,1
168,2,303,205,45,17,1
168,1,397,191,46,39,1
169,1,398,192,46,38,1
169,2,303,207,44,16,1
170,2,302,205,45,17,1
170,1,398,191,45,38,1
171,1,400,191,44,38,1
171,2,302,205,44,18,1
172,2,300,205,45,18,1
172,1,400,191,44,37,1
173,1,401,190,43,38,1
173,2,299,206,45,17,1
174,2,297,206,47,19,1
174,1,401,191,43,36,1
175,2,294,207,46,18,1
175,1,400,189,45,38,1
176,1,401,191,45,36,1
176,2,293,206,46,19,1
177,2,291,207,47,18,1
177,1,402,191,45,36,1
178,1,400,191,48,36,1
178,2,290,208,46,17,1
179,2,290,205,47,21,1
179,1,401,191,48,35,1
180,1,402,191,49,35,1
180,2,290,208,47,16,1
181,1,402,191,51,35,1
181,2,291,206,46,19,1
182,2,290,206,46,19,1
182,1,405,190,49,36,1
183,1,406,191,50,34,1
183,2,288,207,47,17,1
184,1,408,190,49,35,1
184,2,287,207,45,17,1
185,2,284,206,47,20,1
185,1,410,190,49,35,1
186,1,413,191,49,35,1
186,2,282,207,48,19,1
187,2,281,207,47,19,1
187,1,416,190,47,36,1
188,1,417,190,47,35,1
188,2,281,207,48,19,1
189,2,281,206,48,20,1
189,1,420,190,45,36,1
190,1,422,191,44,35,1
190,2,281,207,49,19,1
191,1,423,190,47,35,1
191,2,281,207,49,20,1
192,1,424,191,46,34,1
192,2,280,207,47,19,1
193,2,278,207,49,19,1
193,1,425,191,48,35,1
194,1,427,191,49,35,1
194,2,274,207,50,20,1
195,1,428,190,50,36,1
195,2,271,205,50,21,1
196,2,272,206,50,21,1
196,1,430,191,51,35,1
197,2,270,206,49,21,1
197,1,430,191,54,36,1
198,1,430,190,55,36,1
198,2,273,206,49,20,1
199,1,432,190,57,37,1
199,2,270,208,50,18,1
200,1,436,190,53,38,1
200,2,270,206,48,21,1
201,2,267,206,51,22,1
201,1,437,190,55,38,1
202,1,436,190,57,38,1
202,2,266,206,49,21,1
203,2,262,206,52,23,1
203,1,439,191,55,36,1
204,1,438,190,56,37,1
204,2,261,207,50,21,1
205,2,259,207,51,21,1
205,1,438,190,56,38,1
206,1,439,190,56,37,1
206,2,258,207,51,21,1
207,2,259,207,50,22,1
207,1,438,191,55,37,1
208,1,437,190,55,37,1
208,2,258,207,52,21,1
209,2,256,207,53,21,1
209,1,436,190,53,37,1
210,2,256,207,52,22,1
210,1,435,189,52,39,1
211,1,432,191,54,37,1
211,2,254,207,53,21,1
